"go_description","NES","pval","padj"
"regulation of receptor signaling pathway via JAK-STAT",0.746794034594223,0.887372013651877,0.952310478424154
"regulation of alpha-beta T cell differentiation",0.742308071412858,0.890784982935154,0.952310478424154
"neuropeptide signaling pathway",0.741644909326469,0.886792452830189,0.952310478424154
"embryo implantation",-0.736810580770146,0.892601431980907,0.952310478424154
"establishment or maintenance of bipolar cell polarity",0.736751824089185,0.892123287671233,0.952310478424154
"branching involved in blood vessel morphogenesis",0.736401682612349,0.887125220458554,0.952310478424154
"positive regulation of chemokine production",0.733992734132307,0.892361111111111,0.952310478424154
"glycosphingolipid biosynthetic process",-0.731089772041775,0.89047619047619,0.952310478424154
"vesicle docking involved in exocytosis",0.722635568969662,0.889279437609842,0.952310478424154
"lipid droplet organization",0.716514802815871,0.892035398230088,0.952310478424154
"response to amphetamine",0.714895724725334,0.891500904159132,0.952310478424154
"maintenance of blood-brain barrier",0.714536739893589,0.892794376098418,0.952310478424154
"regulation of apoptotic signaling pathway",0.853770379375125,0.894333843797856,0.952802120897759
"regulation of inflammasome-mediated signaling pathway",0.717156901334531,0.894179894179894,0.952802120897759
"embryonic pattern specification",-0.748308276710587,0.895883777239709,0.954043042228186
"leukocyte chemotaxis",0.803337947385448,0.896440129449838,0.95422526886431
"segmentation",-0.78591355656974,0.897619047619048,0.955069751268205
"metabolic compound salvage",-0.721649143015595,0.898648648648649,0.955754702749121
"positive regulation of response to endoplasmic reticulum stress",-0.73245743410552,0.899313501144165,0.956051305722788
"T cell selection",0.732273471570524,0.900514579759863,0.956917466351429
"pigment granule organization",0.708748425745631,0.901581722319859,0.957640620148496
"positive regulation of response to cytokine stimulus",0.729259229369087,0.902229845626072,0.95784996133024
"lactation",-0.714853030044219,0.902552204176334,0.95784996133024
"negative regulation of tumor necrosis factor superfamily cytokine production",-0.717548767844417,0.903803131991051,0.958766748583227
"sterol homeostasis",0.757619837687273,0.905335628227194,0.959817899440623
"GO:0043433",-0.72692186277441,0.905569007263923,0.959817899440623
"iron ion transport",0.720835840439926,0.90625,0.960128849443969
"positive regulation of leukocyte chemotaxis",0.748830502304994,0.90669014084507,0.960184471514852
"response to type II interferon",-0.791753307790274,0.9075,0.96063141025641
"bone morphogenesis",0.761735757675927,0.908163265306122,0.960677464300679
"neural retina development",0.720395405723048,0.908319185059423,0.960677464300679
"filopodium assembly",0.746676960722703,0.910034602076125,0.962080968562766
"embryonic digit morphogenesis",0.724545674851997,0.910806174957118,0.962485876863815
"protein targeting to membrane",0.766452037315901,0.912671232876712,0.964045477115402
"positive regulation of CD4-positive, alpha-beta T cell activation",0.68911264076081,0.913200723327306,0.964193602592385
"regulation of leukocyte proliferation",0.798698166118165,0.914149443561208,0.964784052706056
"positive regulation of Rho protein signal transduction",0.685664249432409,0.916817359855335,0.967187649217063
"regulation of receptor signaling pathway via STAT",0.741588459996554,0.917253521126761,0.967235833048525
"biological process involved in interaction with host",0.789201822876073,0.91869918699187,0.967936148948899
"chemokine production",0.710112738255033,0.918505942275042,0.967936148948899
"alpha-beta T cell differentiation",0.764392038046843,0.920661157024793,0.968965639552265
"hormone biosynthetic process",-0.703327233358504,0.921241050119332,0.968965639552265
"inclusion body assembly",0.696366358021601,0.920664206642066,0.968965639552265
"GO:0090151",0.680020200289263,0.921190893169877,0.968965639552265
"negative regulation of calcium ion transport",0.708159935391491,0.922522522522523,0.969901650377032
"alcohol biosynthetic process",-0.784742656571597,0.924433249370277,0.970774312748446
"regulation of osteoclast differentiation",0.704148668066217,0.924528301886792,0.970774312748446
"cellular response to lipoprotein particle stimulus",0.691731460402343,0.924428822495606,0.970774312748446
"endolysosomal toll-like receptor signaling pathway",-0.70846818856639,0.925233644859813,0.971103278948202
"mast cell activation",-0.706823113868422,0.927360774818402,0.972923608312233
"eye morphogenesis",0.774944385938067,0.928455284552846,0.973659500354529
"negative regulation of cell-cell adhesion",-0.80553494298506,0.928947368421053,0.973763280397354
"phospholipid transport",-0.770351001783532,0.930952380952381,0.974215905204498
"B cell proliferation",-0.757681071791555,0.930455635491607,0.974215905204498
"anterograde axonal transport",0.716497516598414,0.930434782608696,0.974215905204498
"cell surface toll-like receptor signaling pathway",0.697275174354319,0.930860033726813,0.974215905204498
"leukocyte cell-cell adhesion",0.832794524338725,0.932203389830508,0.97470147598572
"negative regulation of establishment of protein localization",0.755063340558933,0.931972789115646,0.97470147598572
"regulation of defense response to virus by host",-0.689561827015355,0.933333333333333,0.975471167369902
"Arp2/3 complex-mediated actin nucleation",0.696592379924153,0.934027777777778,0.975629210903419
"mast cell activation involved in immune response",-0.692245227186153,0.934272300469484,0.975629210903419
"defense response to virus",0.811521275021703,0.93563579277865,0.976641322677082
"collagen catabolic process",0.656361631842502,0.938181818181818,0.978886421076817
"regulation of synapse assembly",-0.812181172990485,0.941644562334218,0.979806360403844
"cilium or flagellum-dependent cell motility",-0.811893965748973,0.941952506596306,0.979806360403844
"glial cell differentiation",0.786876684292935,0.943127962085308,0.979806360403844
"positive regulation of T cell proliferation",-0.742182892013183,0.94484412470024,0.979806360403844
"execution phase of apoptosis",-0.742032762225261,0.945368171021378,0.979806360403844
"organelle transport along microtubule",0.725498744195473,0.945205479452055,0.979806360403844
"GO:1903051",0.725287697473219,0.944922547332186,0.979806360403844
"cranial nerve development",0.70240844218095,0.941580756013746,0.979806360403844
"semaphorin-plexin signaling pathway",0.696572071587616,0.940869565217391,0.979806360403844
"neural nucleus development",0.682224679048359,0.945392491467577,0.979806360403844
"pigment biosynthetic process",0.68195879654381,0.943781942078365,0.979806360403844
"negative regulation of plasma membrane bounded cell projection assembly",-0.679993890077351,0.941441441441441,0.979806360403844
"regulation of actin nucleation",0.661877650660533,0.943760984182777,0.979806360403844
"glycoprotein catabolic process",0.656407032316146,0.941592920353982,0.979806360403844
"positive regulation of erythrocyte differentiation",0.656180584557231,0.9449378330373,0.979806360403844
"regulation of Rac protein signal transduction",0.655891863141001,0.94045534150613,0.979806360403844
"stress granule assembly",0.653202013050304,0.945993031358885,0.980018711282291
"regulation of sterol transport",0.677631260777849,0.947098976109215,0.980754249089684
"regulation of smoothened signaling pathway",0.736725524332372,0.948453608247423,0.98133650276895
"regulation of insulin receptor signaling pathway",-0.715581035618389,0.94811320754717,0.98133650276895
"biological process involved in symbiotic interaction",-0.792020143007413,0.952254641909814,0.981507960818306
"leukocyte proliferation",0.785309436960861,0.952978056426332,0.981507960818306
"regulation of B cell activation",-0.756510917066275,0.949152542372881,0.981507960818306
"positive regulation of DNA-templated transcription initiation",-0.74989910417159,0.949760765550239,0.981507960818306
"viral gene expression",-0.743138708679459,0.952830188679245,0.981507960818306
"myeloid leukocyte mediated immunity",-0.73686482199849,0.950118764845606,0.981507960818306
"protein localization to cilium",0.721756180788285,0.951304347826087,0.981507960818306
"regulation of leukocyte apoptotic process",-0.705613294973038,0.950704225352113,0.981507960818306
"neutrophil migration",0.700402155273466,0.951557093425606,0.981507960818306
"anoikis",-0.661493037370271,0.952164009111617,0.981507960818306
"signaling receptor ligand precursor processing",0.645486578215694,0.952961672473868,0.981507960818306
"response to acetylcholine",-0.66894054013523,0.953810623556582,0.981957154841918
"specification of animal organ identity",0.652180334322679,0.954305799648506,0.982058772633714
"negative regulation of cell adhesion",-0.800237279667026,0.957333333333333,0.984594210823802
"angiogenesis involved in wound healing",0.629139461425243,0.957564575645756,0.984594210823802
"response to virus",-0.831185980216517,0.959654178674352,0.985758549134427
"positive regulation of receptor signaling pathway via STAT",0.632132538262783,0.96028880866426,0.985758549134427
"GPI anchor metabolic process",0.610482689834454,0.960216998191682,0.985758549134427
"isoprenoid biosynthetic process",-0.606900393336041,0.959910913140312,0.985758549134427
"cranial skeletal system development",-0.698154659492657,0.961995249406176,0.985875975498178
"positive regulation of pattern recognition receptor signaling pathway",-0.683012132982418,0.961995249406176,0.985875975498178
"viral protein processing",0.639737919104727,0.961335676625659,0.985875975498178
"hyperosmotic response",0.612375773678902,0.961254612546125,0.985875975498178
"regulation of synapse structure or activity",0.801853851234175,0.962732919254658,0.98622392100653
"protein O-linked glycosylation",-0.768744305830881,0.96401028277635,0.987124212665158
"regulation of DNA-templated transcription initiation",-0.73185006157024,0.964953271028037,0.987681509229937
"response to heat",0.711447342737316,0.967353951890034,0.98768991707816
"T-helper 1 type immune response",-0.664665544061876,0.966101694915254,0.98768991707816
"negative regulation of gliogenesis",-0.631799179948797,0.967289719626168,0.98768991707816
"negative regulation of chemotaxis",0.630386868661516,0.966608084358524,0.98768991707816
"activated T cell proliferation",0.622002683949452,0.965703971119134,0.98768991707816
"positive regulation of defense response to virus by host",0.598865363564227,0.966789667896679,0.98768991707816
"syncytium formation",0.705995727308057,0.968641114982578,0.988596638571012
"leukocyte apoptotic process",0.687286811785422,0.970383275261324,0.988750026123848
"myeloid cell development",0.675399158308626,0.97053726169844,0.988750026123848
"inner ear receptor cell development",0.654834153999349,0.969439728353141,0.988750026123848
"neutrophil chemotaxis",0.633251827281697,0.971186440677966,0.988750026123848
"regulation of keratinocyte proliferation",0.61667107943623,0.9701230228471,0.988750026123848
