"go_description","NES","pval","padj"
"positive regulation of chemotaxis",1.17283836113717,0.180579216354344,0.373056479491001
"non-canonical NF-kappaB signal transduction",1.16274333258722,0.181196581196581,0.374019943019943
"response to dsRNA",1.21678997993628,0.181657848324515,0.374659858700936
"C21-steroid hormone metabolic process",1.23534609406623,0.182640144665461,0.37512407822251
"protein destabilization",1.20671380586317,0.18259385665529,0.37512407822251
"response to amino acid starvation",1.20320310416558,0.18259385665529,0.37512407822251
"synaptic vesicle recycling",1.18765626531418,0.182608695652174,0.37512407822251
"positive regulation of canonical Wnt signaling pathway",1.16621890450077,0.182282793867121,0.37512407822251
"postsynaptic density assembly",1.22535170333895,0.183636363636364,0.376857723883407
"NAD+ metabolic process",1.21495681252744,0.185840707964602,0.381065756314833
"intrinsic apoptotic signaling pathway by p53 class mediator",-1.16560956449691,0.186320754716981,0.381551629452027
"adult behavior",1.16168611859137,0.186385737439222,0.381551629452027
"positive regulation of tumor necrosis factor superfamily cytokine production",-1.16703946126004,0.186761229314421,0.382004595385483
"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",1.1533419170593,0.187096774193548,0.382375173001171
"bone remodeling",1.19612938604403,0.187607573149742,0.383103016234056
"response to estradiol",1.16929891283252,0.188255613126079,0.384109681806671
"mitochondrial translation",-1.14541727272678,0.18848167539267,0.384254411479542
"body fluid secretion",1.19312341819795,0.19047619047619,0.388001253132832
"peptidyl-tyrosine modification",1.15903236592962,0.191228070175439,0.389212760743271
"organic acid biosynthetic process",1.11731914253104,0.192846034214619,0.392183601600666
"regulation of transmembrane transporter activity",1.18520607502602,0.193493150684932,0.393174603174603
"cell-cell junction organization",1.13773976226041,0.193650793650794,0.393174603174603
"cellular component disassembly",1.09533910305177,0.194940476190476,0.395468926718927
"negative regulation of T cell receptor signaling pathway",1.22085091855174,0.195298372513562,0.395547071722072
"sphingolipid biosynthetic process",-1.15427168590381,0.195180722891566,0.395547071722072
"tRNA methylation",-1.21491834542877,0.195945945945946,0.395847461395649
"arachidonate metabolic process",1.20025224476568,0.19614711033275,0.395847461395649
"granulocyte activation",-1.19791578898897,0.195652173913043,0.395847461395649
"regulation of morphogenesis of an epithelium",1.19319782378084,0.196245733788396,0.395847461395649
"positive regulation of axonogenesis",1.17891357609679,0.195840554592721,0.395847461395649
"single fertilization",-1.14981749521331,0.196682464454976,0.396405585398679
"amino acid activation",-1.18098963955521,0.197115384615385,0.396955128205128
"GO:0034248",1.19161799561515,0.197594501718213,0.397596734976453
"regulation of steroid biosynthetic process",1.17523882833994,0.197934595524957,0.397957786619577
"cell volume homeostasis",-1.20460555605868,0.198177676537585,0.398123361543876
"GO:0046466",-1.19840737999438,0.199063231850117,0.399578302506272
"reactive oxygen species biosynthetic process",1.19928230745866,0.199318568994889,0.399766878866673
"regulation of triglyceride metabolic process",-1.18544772868457,0.2,0.400809061488673
"leukocyte mediated immunity",-1.10086993731629,0.200557103064067,0.401600601689324
"fatty acid biosynthetic process",1.15677320175082,0.20097244732577,0.402107231038717
"ovulation cycle process",1.19364049187808,0.201769911504425,0.402574621428651
"natural killer cell mediated immunity",-1.17530264806715,0.201456310679612,0.402574621428651
"amino acid transmembrane transport",-1.16191396605737,0.201856148491879,0.402574621428651
"regulation of intracellular protein transport",-1.12605838795279,0.201570680628272,0.402574621428651
"negative regulation of kinase activity",1.18126843011601,0.202380952380952,0.403029481269128
"lung epithelium development",1.18013680598578,0.202508960573477,0.403029481269128
"regulation of peptide transport",1.13833548726508,0.202572347266881,0.403029481269128
"dendritic spine morphogenesis",1.18681157649866,0.203071672354949,0.403157552083333
"rhythmic behavior",1.18331067450067,0.202821869488536,0.403157552083333
"sphingolipid metabolic process",-1.1080986234738,0.203125,0.403157552083333
"myeloid leukocyte differentiation",1.12332099279587,0.203525641025641,0.403629313707376
"regulation of leukocyte migration",1.13591311364244,0.203915171288744,0.403755299186426
"immune response-regulating cell surface receptor signaling pathway",1.11983670634532,0.203791469194313,0.403755299186426
"T cell mediated cytotoxicity",-1.20060272063301,0.20501138952164,0.405025684371525
"positive regulation of GTPase activity",1.17849625693432,0.204819277108434,0.405025684371525
"establishment of protein localization to membrane",1.11237041414293,0.205047318611987,0.405025684371525
"exocytic process",1.17141099541899,0.205217391304348,0.40503862809631
"homotypic cell-cell adhesion",1.15992387635135,0.20552677029361,0.405326281860885
"positive regulation of vascular associated smooth muscle cell proliferation",1.20323352095655,0.206039076376554,0.406013358937728
"vesicle cargo loading",1.1852433688432,0.206654991243433,0.406903349213023
"cortical actin cytoskeleton organization",-1.19847053235396,0.207207207207207,0.406965140629314
"G protein-coupled dopamine receptor signaling pathway",1.19665170197332,0.207272727272727,0.406965140629314
"cellular response to corticosteroid stimulus",-1.18393706179943,0.207823960880196,0.406965140629314
"inflammatory response to antigenic stimulus",-1.17187223170413,0.20763723150358,0.406965140629314
"positive regulation of inflammatory response",1.14956189704281,0.207836456558773,0.406965140629314
"embryonic appendage morphogenesis",1.13442306214015,0.207482993197279,0.406965140629314
"negative regulation of molecular function",1.11746312031266,0.20695102685624,0.406965140629314
"vesicle docking",1.17451065609125,0.208261617900172,0.407294133122862
"regulation of dendritic spine morphogenesis",1.16980933213107,0.208333333333333,0.407294133122862
"ventricular system development",-1.18589420474475,0.208816705336427,0.407917175960828
"regulation of neuronal synaptic plasticity",1.18529118542441,0.209106239460371,0.408160878757556
"regulation of translational initiation",-1.1436245144701,0.20952380952381,0.408653918260217
"positive regulation of coagulation",1.1993767090989,0.210332103321033,0.409554676115864
"epithelial cell apoptotic process",1.19386122980032,0.210977701543739,0.409554676115864
"glial cell activation",1.18820708867271,0.210896309314587,0.409554676115864
"vesicle-mediated transport between endosomal compartments",1.18498992841136,0.210977701543739,0.409554676115864
"regulation of extrinsic apoptotic signaling pathway via death domain receptors",1.18065316471347,0.210434782608696,0.409554676115864
"extrinsic apoptotic signaling pathway via death domain receptors",1.16622955091354,0.210884353741497,0.409554676115864
"regulation of extrinsic apoptotic signaling pathway",1.1364688134172,0.212903225806452,0.412968903933109
"adipose tissue development",1.17250651629029,0.213675213675214,0.414142022123243
"integrated stress response signaling",1.18358276479098,0.214041095890411,0.414202964469178
"regulation of ERBB signaling pathway",1.16537409593568,0.214041095890411,0.414202964469178
"NADP+ metabolic process",-1.17796687337457,0.214780600461894,0.415309560768236
"cellular response to carbohydrate stimulus",1.13589332647776,0.214983713355049,0.41537804834669
"neutral lipid metabolic process",1.13221271635839,0.215753424657534,0.416540321805699
"osteoblast proliferation",1.18435692825947,0.216363636363636,0.416949958832678
"lipid export from cell",1.1746350961861,0.216216216216216,0.416949958832678
"negative regulation of intrinsic apoptotic signaling pathway",-1.13053531888477,0.216470588235294,0.416949958832678
"neuroblast proliferation",-1.17279744937193,0.217703349282297,0.418348484229828
"monocarboxylic acid transport",1.12357494476543,0.217607973421927,0.418348484229828
"developmental growth involved in morphogenesis",1.10374782031945,0.217391304347826,0.418348484229828
"astrocyte differentiation",1.17682259047914,0.218803418803419,0.419330753000884
"protein deacylation",-1.17582079196095,0.219399538106236,0.419330753000884
"negative regulation of carbohydrate metabolic process",1.17143158083372,0.219130434782609,0.419330753000884
"adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",1.16968106674213,0.218965517241379,0.419330753000884
"cartilage development involved in endochondral bone morphogenesis",-1.16622670931416,0.219399538106236,0.419330753000884
"positive regulation of hormone secretion",1.1321214203113,0.218543046357616,0.419330753000884
"regulation of GTPase activity",1.12084604006322,0.219269102990033,0.419330753000884
"negative regulation of blood vessel endothelial cell migration",1.18979390457337,0.220614828209765,0.421084803634338
"viral genome replication",-1.12966626501296,0.220657276995305,0.421084803634338
"glycoprotein biosynthetic process",-1.08896403050097,0.221264367816092,0.42191827488873
"regulation of myeloid leukocyte mediated immunity",-1.17332547703491,0.222972972972973,0.422972654564324
"bone growth",-1.16468750095628,0.222737819025522,0.422972654564324
"response to cadmium ion",-1.16430544249838,0.222737819025522,0.422972654564324
"maintenance of protein location",1.15955165579622,0.22318339100346,0.422972654564324
"positive regulation of actin filament bundle assembly",1.15951055603311,0.222222222222222,0.422972654564324
"phosphatidylinositol biosynthetic process",1.12630756655588,0.222789115646259,0.422972654564324
"regulation of protein serine/threonine kinase activity",-1.12369055657004,0.222488038277512,0.422972654564324
"negative regulation of phosphorylation",1.12368563922072,0.223140495867769,0.422972654564324
"icosanoid biosynthetic process",-1.17284528316256,0.224256292906178,0.423063851887741
"collagen fibril organization",1.16268271713625,0.223931623931624,0.423063851887741
"multi-multicellular organism process",1.12517749969179,0.223472668810289,0.423063851887741
"positive regulation of Wnt signaling pathway",1.12389499198162,0.224193548387097,0.423063851887741
"hepaticobiliary system development",-1.11450694090434,0.224226804123711,0.423063851887741
"embryonic epithelial tube formation",-1.11025518412737,0.224181360201511,0.423063851887741
"purine nucleotide transport",1.181906374016,0.225092250922509,0.424317736328048
"pigment cell differentiation",1.17217699869996,0.227272727272727,0.427777010223819
"positive regulation of viral genome replication",-1.16515474379055,0.2271714922049,0.427777010223819
"negative regulation of muscle cell differentiation",1.17257482815633,0.227655986509275,0.428173028537186
"positive regulation of nervous system development",1.10415876225905,0.227987421383648,0.428471049140588
"long-chain fatty acid transport",1.17229514702479,0.228279386712095,0.428694496501789
"postsynaptic specialization organization",1.16920271425981,0.228668941979522,0.428775904075152
"bone resorption",1.15377232596253,0.228668941979522,0.428775904075152
"carbohydrate derivative catabolic process",1.10775854501202,0.228971962616822,0.429019327838025
"late endosome to vacuole transport via multivesicular body sorting pathway",1.17876406655999,0.229656419529837,0.429976531500685
"protein polyubiquitination",1.1006681137762,0.230171073094868,0.430614613335338
"regulation of lipid catabolic process",1.16318160528764,0.230508474576271,0.430920370962584
"regulation of T cell receptor signaling pathway",1.14835662266654,0.230902777777778,0.431331961203285
"endocardial cushion formation",1.16553541786445,0.231985940246046,0.432555977575585
"cochlea development",-1.15637977493744,0.232057416267943,0.432555977575585
"multicellular organismal response to stress",1.1526200315858,0.232081911262799,0.432555977575585
"secondary palate development",1.16745015592123,0.232472324723247,0.432567978060089
"cellular response to osmotic stress",1.1667834521771,0.232715008431703,0.432567978060089
"neuromuscular synaptic transmission",1.16608238746295,0.232472324723247,0.432567978060089
"response to ketone",1.12071932326684,0.232786885245902,0.432567978060089
"endothelial cell differentiation",1.12223649960433,0.233390119250426,0.433363812131413
"modification of postsynaptic structure",1.16220586140236,0.234458259325044,0.433924340073207
"negative regulation of viral genome replication",-1.16120304591833,0.234234234234234,0.433924340073207
"positive regulation of D-glucose transmembrane transport",1.15992649004257,0.234234234234234,0.433924340073207
"nucleotide transport",1.15718570650076,0.234567901234568,0.433924340073207
"regulation of protein export from nucleus",-1.14963426323116,0.234338747099768,0.433924340073207
"endodermal cell differentiation",1.15828243584025,0.234991423670669,0.434383400322572
"late endosome to vacuole transport",1.15750150498299,0.235398230088496,0.434810899276065
"regulation of D-glucose import across plasma membrane",1.15686482756139,0.236706689536878,0.43628680731142
"negative regulation of translational initiation",-1.15319179583355,0.236725663716814,0.43628680731142
"miRNA transcription",1.14900509371826,0.236394557823129,0.43628680731142
"hindbrain morphogenesis",-1.16817933337097,0.237327188940092,0.43707022082127
"platelet aggregation",1.14424452642617,0.237521514629948,0.437103114218709
"pharyngeal system development",1.15980844363896,0.23826714801444,0.43717609306057
"dopamine transport",1.15688532043136,0.238181818181818,0.43717609306057
"L-glutamate import",1.1545095345034,0.238095238095238,0.43717609306057
"epithelial cell differentiation involved in kidney development",1.14823443917021,0.238260869565217,0.43717609306057
"response to nerve growth factor",1.1539970764046,0.238983050847458,0.438165075461993
"regulation of nervous system process",1.12731248689417,0.239583333333333,0.438940766765286
"detection of light stimulus",1.15351585435494,0.240773286467487,0.439495527324956
"positive regulation of microtubule polymerization or depolymerization",-1.1452045439843,0.240654205607477,0.439495527324956
"proteoglycan biosynthetic process",-1.13149711370276,0.240566037735849,0.439495527324956
"negative regulation of viral process",-1.12691043874833,0.240566037735849,0.439495527324956
"steroid biosynthetic process",1.12013547562652,0.240650406504065,0.439495527324956
"monosaccharide biosynthetic process",1.14267676957352,0.241496598639456,0.440491218578742
"regulation of protein localization to mitochondrion",1.15305469173635,0.241852487135506,0.440491625466653
"lymph vessel development",1.15281388778617,0.241818181818182,0.440491625466653
"positive regulation of reproductive process",-1.13938710618461,0.242788461538462,0.441871432204827
"phosphatidic acid metabolic process",1.14844913067911,0.243386243386243,0.442634159227404
"positive regulation of growth",1.09325690568261,0.244094488188976,0.443596513018411
"folic acid-containing compound metabolic process",-1.15368974108373,0.245652173913043,0.445868106692849
"neural crest cell differentiation",1.12508252047206,0.245704467353952,0.445868106692849
"regulation of organic acid transport",1.14860511178975,0.247457627118644,0.448484325595977
"protein modification by small protein removal",1.11346956332972,0.247508305647841,0.448484325595977
"nuclear receptor-mediated signaling pathway",1.10603099611856,0.248397435897436,0.449766409881541
"cerebral cortex development",-1.10856278989442,0.248792270531401,0.450152267426063
"regulation of neurogenesis",1.07243988594535,0.25,0.452007299270073
"intermembrane lipid transfer",1.14263303080418,0.25045045045045,0.452491441112885
"skeletal muscle cell differentiation",1.13158523257965,0.252577319587629,0.455613159024178
"regulation of polysaccharide metabolic process",1.13133863523092,0.252688172043011,0.455613159024178
"dendrite development",1.09631975537058,0.252730109204368,0.455613159024178
"negative chemotaxis",1.15083549868015,0.254295532646048,0.458001582115662
"developmental induction",-1.13910647817229,0.254424778761062,0.458001582115662
"regulation of vascular permeability",1.15011452405038,0.256013745704467,0.460527268053715
"regulation of postsynaptic membrane neurotransmitter receptor levels",1.11060729299746,0.256366723259762,0.460571577322846
"pallium development",-1.08609596971023,0.256410256410256,0.460571577322846
"cytochrome complex assembly",1.14843052887694,0.259450171821306,0.465453827325988
"negative regulation of lymphocyte activation",1.10746525411552,0.259504132231405,0.465453827325988
"regulation of protein polymerization",1.09703381425931,0.259904912836767,0.465835361140862
"regulation of epithelial to mesenchymal transition",1.11540949885056,0.260344827586207,0.466286433789613
"ruffle assembly",-1.13662969804701,0.26056338028169,0.466340674102418
"protein targeting to lysosome",1.13922103836672,0.26173285198556,0.467683593361821
"reproductive behavior",1.12860114521984,0.261946902654867,0.467683593361821
"regulation of stem cell differentiation",1.12774998238793,0.261538461538462,0.467683593361821
"phagocytosis, engulfment",-1.12256423578989,0.262068965517241,0.467683593361821
"positive regulation of reactive oxygen species metabolic process",1.14883637201804,0.263069139966273,0.468455973901121
"nucleotide-sugar biosynthetic process",-1.1341259344016,0.262806236080178,0.468455973901121
"response to pH",-1.13357902173801,0.26304347826087,0.468455973901121
"nephron morphogenesis",1.12486603448135,0.263339070567986,0.468599768532257
"TOR signaling",1.105864184656,0.264705882352941,0.470693805160255
"production of molecular mediator involved in inflammatory response",1.11797649771871,0.265164644714038,0.470833566277185
"neuron projection extension",1.10182961956489,0.265040650406504,0.470833566277185
"response to topologically incorrect protein",1.0996715720993,0.266990291262136,0.473396529317331
"establishment of protein localization to organelle",-1.05907194713289,0.266871165644172,0.473396529317331
"positive regulation of ERBB signaling pathway",-1.1250080721974,0.267699115044248,0.474204463455332
"cellular response to steroid hormone stimulus",1.08998370216644,0.267828843106181,0.474204463455332
"negative regulation of exocytosis",1.12793025360313,0.269090909090909,0.475666630088884
"alpha-amino acid biosynthetic process",-1.11928489254605,0.269230769230769,0.475666630088884
"myeloid leukocyte activation",1.10338283689981,0.268852459016393,0.475666630088884
"chondroitin sulfate proteoglycan metabolic process",-1.12378589335728,0.270022883295195,0.476062755390593
"response to hydrogen peroxide",1.11961384427295,0.270223752151463,0.476062755390593
"neuron fate commitment",-1.10704345746926,0.270207852193995,0.476062755390593
"transposition",-1.10463491583706,0.270207852193995,0.476062755390593
"macrophage migration",1.11580158204548,0.270609318996416,0.476403186321337
"ventricular septum morphogenesis",1.1303343501732,0.270868824531516,0.476521362474834
"glutamate receptor signaling pathway",1.13157175526767,0.272260273972603,0.477612392797547
"negative regulation of BMP signaling pathway",1.13145322960203,0.272260273972603,0.477612392797547
"positive regulation of alpha-beta T cell activation",-1.11942724825065,0.272076372315036,0.477612392797547
"neural tube development",-1.0782599639327,0.272,0.477612392797547
"inflammasome-mediated signaling pathway",1.11492841499582,0.272569444444444,0.477816358024691
"protein complex oligomerization",1.08031320774465,0.274760383386581,0.48131645661143
"protein tetramerization",1.12427825265508,0.275261324041812,0.481853215301461
"dopamine metabolic process",1.12352436381137,0.277003484320557,0.484560473631371
"virion assembly",1.11717252129824,0.27768014059754,0.484717201028968
"T cell differentiation in thymus",-1.09801136820392,0.277511961722488,0.484717201028968
"gliogenesis",1.07101591497542,0.277519379844961,0.484717201028968
"regulation of phosphorylation",1.06229006124502,0.278366111951589,0.485572436129637
"cellular response to amyloid-beta",1.12144818593126,0.278745644599303,0.48589230237331
"regulation of mitochondrial membrane permeability involved in apoptotic process",1.11474715883648,0.279513888888889,0.486888820518831
"sperm flagellum assembly",1.12437279620982,0.28,0.487392832044975
"epiboly",1.1148565328385,0.281195079086116,0.489129361584487
"tumor necrosis factor-mediated signaling pathway",1.09278272464095,0.282051282051282,0.490274403958614
"pyrimidine-containing compound catabolic process",-1.12094700286235,0.282608695652174,0.490898835294835
"T-helper 17 cell differentiation",1.1045169537946,0.283154121863799,0.491501583641647
"adult locomotory behavior",1.11368795570899,0.283993115318417,0.492267982255926
"regulation of synaptic transmission, glutamatergic",1.11025420123417,0.283993115318417,0.492267982255926
"regulation of axon extension",1.10966226295014,0.284246575342466,0.492362774212089
"regulation of sprouting angiogenesis",1.10680339561196,0.284722222222222,0.492842029660688
"regulation of presynapse organization",1.1262436842274,0.285977859778598,0.493635650642221
"negative regulation of protein localization to membrane",1.11564552430446,0.285968028419183,0.493635650642221
"negative regulation of cytoskeleton organization",1.08905917707333,0.285481239804241,0.493635650642221
"mesenchymal cell differentiation",1.07404873799745,0.285714285714286,0.493635650642221
"substrate-dependent cell migration",1.1229178213507,0.287822878228782,0.496474421568728
"positive regulation of excitatory postsynaptic potential",1.11085095181356,0.289520426287744,0.498728436860153
"pyrimidine ribonucleotide metabolic process",-1.11070582720566,0.289532293986637,0.498728436860153
"amyloid fibril formation",1.11287936480825,0.289982425307557,0.498810046865847
"positive regulation of ERK1 and ERK2 cascade",1.08924873980129,0.289902280130293,0.498810046865847
"excitatory synapse assembly",1.09997338366636,0.290322580645161,0.49904859976271
"vitamin transport",-1.1112880452553,0.292740046838407,0.502506650047634
"cellular response to external stimulus",1.09590760277667,0.292598967297762,0.502506650047634
"regulation of chondrocyte differentiation",1.10214130556855,0.293310463121784,0.503137130992146
"regulatory T cell differentiation",-1.11416331363517,0.293975903614458,0.503929628548797
"negative regulation of fatty acid metabolic process",1.10928427291903,0.294849023090586,0.505076784367484
"oligosaccharide metabolic process",1.1011836860806,0.295415959252971,0.505698224650732
"positive regulation of cold-induced thermogenesis",1.10890939055373,0.295847750865052,0.505738356723764
"regulation of immunoglobulin production",-1.09778339143043,0.295673076923077,0.505738356723764
"response to vitamin",1.08419727442977,0.296360485268631,0.506265463455447
"protein sumoylation",-1.08840053157834,0.297235023041475,0.507060022089348
"alpha-amino acid metabolic process",-1.06659268895489,0.297082228116711,0.507060022089348
"aorta development",1.08920713649099,0.29776247848537,0.507610226571412
"kidney epithelium development",1.09721384555815,0.298045602605863,0.507743437176563
"positive regulation of myeloid leukocyte differentiation",1.09793632380243,0.298811544991511,0.508698417143624
"regulation of protein catabolic process",-1.04908704002749,0.299120234604106,0.508874190325803
"host-mediated activation of viral process",-1.09024372036058,0.299771167048055,0.509282016994535
"mitochondrial RNA metabolic process",-1.08551796747955,0.299760191846523,0.509282016994535
"GO:0051091",-1.08746075471267,0.3,0.509321453050034
"response to platelet-derived growth factor",1.11528312272988,0.300738007380074,0.510224687863317
"megakaryocyte differentiation",1.10643117110776,0.302047781569966,0.511745796818608
"positive regulation of D-glucose import across plasma membrane",1.10424691552786,0.301953818827709,0.511745796818608
"cerebellar cortex development",-1.08063093028247,0.303178484107579,0.513256155870985
"regulation of nervous system development",1.05070641425149,0.303353658536585,0.513256155870985
"regulation of dendritic spine development",1.10666649763856,0.305227655986509,0.515370759290105
"nephron epithelium development",1.08760982229778,0.305172413793103,0.515370759290105
"cell killing",-1.06718849736825,0.305,0.515370759290105
"negative regulation of endothelial cell migration",1.08961529585483,0.306086956521739,0.516469612605142
"positive regulation of myoblast differentiation",-1.08244737487966,0.306487695749441,0.51679375246519
"female sex differentiation",-1.08750063980666,0.306954436450839,0.517161746252459
"odontogenesis of dentin-containing tooth",1.08003872231133,0.307300509337861,0.517161746252459
"GO:0042886",1.05580942851038,0.307332293291732,0.517161746252459
"regulation of mesenchymal cell proliferation",1.09734520567167,0.310104529616725,0.521472450686101
"regulation of cell growth",1.04664477570935,0.311349693251534,0.523211119527849
"regulation of release of cytochrome c from mitochondria",1.08612370186769,0.311711711711712,0.523464345701634
"cyclic nucleotide metabolic process",1.09510531281478,0.312829525483304,0.524790552646245
"regulation of wound healing",1.07372732684979,0.312925170068027,0.524790552646245
"cellular oxidant detoxification",1.08588844084925,0.313380281690141,0.525009368120287
"positive regulation of leukocyte migration",1.08303465638087,0.31369150779896,0.525009368120287
"regulation of lymphocyte mediated immunity",-1.06751207608318,0.313624678663239,0.525009368120287
"endocrine system development",1.07232788067746,0.314091680814941,0.525324168385286
"regulation of chemotaxis",1.07489383954489,0.314332247557003,0.5253717794863
"regulation of endothelial cell differentiation",1.10104955018764,0.314586994727592,0.525443011422958
"insulin secretion involved in cellular response to glucose stimulus",1.07868136571375,0.314878892733564,0.525576157210942
"regulation of reactive oxygen species biosynthetic process",1.09353835158075,0.316163410301954,0.526874464184297
"endothelial cell development",1.0800715605921,0.316239316239316,0.526874464184297
"positive regulation of response to wounding",1.07684102156321,0.316608996539792,0.526874464184297
"GO:0043604",1.07581863286857,0.316720257234727,0.526874464184297
"taxis",1.05094315260582,0.31651376146789,0.526874464184297
"regulation of signaling receptor activity",-1.08932029923508,0.317307692307692,0.527497418688694
"negative regulation of neuron apoptotic process",1.07215105256768,0.317741935483871,0.527865039700569
"renal tubule development",1.08628888612019,0.320490367775832,0.532074156153308
"atrioventricular valve development",1.08298333615275,0.321492007104796,0.532309960961617
"feeding behavior",1.07481552146303,0.321367521367521,0.532309960961617
"non-canonical Wnt signaling pathway",1.07231735059381,0.321367521367521,0.532309960961617
"odontogenesis",1.06921136284044,0.32088285229202,0.532309960961617
"cholesterol efflux",1.08834598718667,0.322033898305085,0.532495304473762
"GO:0006626",1.07941742517114,0.321917808219178,0.532495304473762
"regulation of microtubule depolymerization",-1.08255723399711,0.322505800464037,0.532919858405217
"defense response to Gram-positive bacterium",1.07387426924516,0.322916666666667,0.533243055555556
"hormone metabolic process",1.06675771857038,0.324590163934426,0.535649457738557
"formation of primary germ layer",1.07391194058107,0.325082508250825,0.535748085786623
"nucleoside metabolic process",-1.06533742870483,0.324942791762014,0.535748085786623
"striated muscle cell proliferation",1.06719107522251,0.325823223570191,0.536611785095321
"insulin secretion",1.06637840276653,0.327447833065811,0.538929091364793
"xenobiotic metabolic process",1.075933089421,0.329931972789116,0.542657036254077
"release of cytochrome c from mitochondria",1.0791333183357,0.330508474576271,0.543244519923971
"regulation of cellular senescence",-1.08621037269389,0.330985915492958,0.543668509732133
"negative regulation of protein serine/threonine kinase activity",1.0877012893425,0.332727272727273,0.545810330167778
"regulation of cellular extravasation",1.08734258654252,0.332730560578662,0.545810330167778
"antimicrobial humoral immune response mediated by antimicrobial peptide",1.07342473879626,0.333333333333333,0.546437238032208
"neuron projection arborization",1.08608975020067,0.334494773519164,0.54725465918558
"fatty acid derivative metabolic process",-1.06408479297687,0.334123222748815,0.54725465918558
"axoneme assembly",1.06395580125951,0.334488734835355,0.54725465918558
"negative regulation of hemopoiesis",1.06194126976913,0.337931034482759,0.552511664959599
"regulation of mitochondrion organization",1.06199245542767,0.338954468802698,0.553136374801813
"columnar/cuboidal epithelial cell differentiation",-1.06131390466298,0.338983050847458,0.553136374801813
"regulation of cytoplasmic pattern recognition receptor signaling pathway",-1.05574050835031,0.338862559241706,0.553136374801813
"dicarboxylic acid metabolic process",1.07998312430072,0.341463414634146,0.556450577663671
"regulation of insulin secretion",1.06002225479818,0.341463414634146,0.556450577663671
"somatic stem cell population maintenance",1.08030949102202,0.34192439862543,0.556469602756366
"hippocampus development",-1.06779295386213,0.34192037470726,0.556469602756366
"lymphocyte differentiation",-1.03595842613436,0.342939481268012,0.557755151083956
"dendritic cell differentiation",1.0705750313442,0.343915343915344,0.558768141984353
"cell recognition",1.06039718788473,0.344013490725126,0.558768141984353
"negative regulation of wound healing",1.07755585367649,0.344768439108062,0.55926091923423
"positive regulation of vasculature development",1.06319636465749,0.344715447154472,0.55926091923423
"positive regulation of small GTPase mediated signal transduction",1.07093484248813,0.345890410958904,0.560041199819123
"cellular response to fatty acid",-1.06185343983723,0.345982142857143,0.560041199819123
"glycosaminoglycan metabolic process",-1.05820002981714,0.346153846153846,0.560041199819123
"leukocyte adhesion to vascular endothelial cell",1.05686841406701,0.345878136200717,0.560041199819123
"cell differentiation involved in kidney development",1.06780003165223,0.34641638225256,0.560100116736025
"dicarboxylic acid transport",1.0693584268587,0.348122866894198,0.562492068686842
"positive regulation of stress fiber assembly",1.07244165078073,0.349315068493151,0.56405047239735
"Wnt signaling pathway, planar cell polarity pathway",1.06154217877471,0.349565217391304,0.56408667327574
"cellular response to abiotic stimulus",-1.02999234614131,0.349862258953168,0.564198447543618
"receptor catabolic process",1.06823837382982,0.351985559566787,0.567089140826755
"neutral amino acid transport",-1.05519779066139,0.352112676056338,0.567089140826755
"establishment of organelle localization",-1.02741548576293,0.352601156069364,0.567506863927105
"cerebral cortex cell migration",1.06882186074909,0.353251318101933,0.567815389317644
"eye photoreceptor cell differentiation",1.05457651405993,0.353153153153153,0.567815389317644
"regulation of postsynapse assembly",-1.07117792049632,0.353629976580796,0.568034298818485
"mesoderm morphogenesis",1.05142975663177,0.353846153846154,0.568034298818485
"regulation of alcohol biosynthetic process",1.05120689651895,0.354166666666667,0.568180591537133
"positive regulation of protein transport",1.04089640268815,0.354735152487962,0.568724254182965
"negative regulation of actin filament bundle assembly",1.06451842330531,0.356088560885609,0.56978770369099
"synapse maturation",1.05503268505131,0.355752212389381,0.56978770369099
"establishment of cell polarity",-1.03205360248041,0.356020942408377,0.56978770369099
"peptide transport",1.0350045294842,0.356466876971609,0.570024825215413
"endochondral bone morphogenesis",-1.04437146274182,0.358173076923077,0.572383684863524
"negative regulation of post-translational protein modification",-1.04943454329949,0.358490566037736,0.572521684123451
"vascular endothelial growth factor production",1.06051020427522,0.361818181818182,0.577021722183012
"neuron recognition",1.06009808080958,0.361921097770154,0.577021722183012
"blood vessel remodeling",1.04819711755916,0.362007168458781,0.577021722183012
"regulation of intracellular steroid hormone receptor signaling pathway",-1.05205241290153,0.36319612590799,0.578544568407776
"chondrocyte differentiation",1.0518523305298,0.36424957841484,0.57953481970823
"digestive tract morphogenesis",-1.05009983955638,0.364285714285714,0.57953481970823
"positive regulation of lipid biosynthetic process",1.05895751788982,0.36472602739726,0.579862881811947
"regulation of glycoprotein metabolic process",1.05363973544256,0.365079365079365,0.580052333099158
"interleukin-2 production",1.05875284997229,0.365351629502573,0.580112811716585
"cellular response to topologically incorrect protein",1.05832447705589,0.366336633663366,0.580615902026396
"skeletal muscle tissue regeneration",1.04719429521996,0.366371681415929,0.580615902026396
"regulation of lymphocyte apoptotic process",-1.04524135404382,0.366359447004608,0.580615902026396
"modulation of excitatory postsynaptic potential",1.05644227706157,0.366723259762309,0.58080147981537
"apoptotic cell clearance",1.06189881068877,0.367595818815331,0.581811401409313
"vesicle targeting, to, from or within Golgi",1.05689913695488,0.369068541300527,0.583396794385071
